Sponsor EntityID,Sponsor CTDS,Sponsor Name,Site EntityID,Site CTDS,Site Name,Percent Eligible for Meals,Total Enrolled as of Last Day in October
4271,070440000,Glendale Elementary District,79782,070440115,Coyote Ridge,80%,923,,
4271,070440000,Glendale Elementary District,5345,070440114,Desert Garden Elementary School,90%,790,,
4271,070440000,Glendale Elementary District,79815,070440116,Desert Spirit,88%,814,,
4271,070440000,Glendale Elementary District,5344,070440113,Discovery School,81%,728,,
4271,070440000,Glendale Elementary District,5337,070440106,Don Mensendick School,95%,892,,
4271,070440000,Glendale Elementary District,5339,070440108,Glendale American School,79%,741,,
4271,070440000,Glendale Elementary District,5332,070440101,Glendale Landmark Middle School,91%,740,,
4271,070440000,Glendale Elementary District,5338,070440107,Glenn F Burton School,96%,748,,
4271,070440000,Glendale Elementary District,5334,070440103,Harold W Smith School,98%,959,,
4271,070440000,Glendale Elementary District,5341,070440110,Horizon School,72%,822,,
4271,070440000,Glendale Elementary District,5333,070440102,Isaac E Imes School,95%,586,,
4271,070440000,Glendale Elementary District,5335,070440104,Melvin E Sine School,89%,779,,
4271,070440000,Glendale Elementary District,79816,070440117,Sunset Vista,85%,881,,
4271,070440000,Glendale Elementary District,7364,072167001,The Childrens Center for Neurodevelopmental Studies,60-69%,30,,
4271,070440000,Glendale Elementary District,5336,070440105,William C Jack School,96%,861,,
4285,070505000,Glendale Union High School District,5431,070505206,Apollo High School,51%,1890,,
4285,070505000,Glendale Union High School District,5429,070505204,Cortez High School,71%,1170,,
4285,070505000,Glendale Union High School District,5426,070505201,Glendale High School,79%,1699,,
4285,070505000,Glendale Union High School District,5433,070505208,Greenway High School,42%,1579,,
4285,070505000,Glendale Union High School District,5434,070505209,Independence High School,69%,1945,,
4285,070505000,Glendale Union High School District,5430,070505205,Moon Valley High School,57%,1492,,
4285,070505000,Glendale Union High School District,5427,070505202,Sunnyslope High School,50%,1881,,
4285,070505000,Glendale Union High School District,5432,070505207,Thunderbird High School,44%,1595,,
4285,070505000,Glendale Union High School District,5428,070505203,Washington High School,71%,1746,,
4208,040201000,Globe Unified District,4854,040201003,Copper Rim Elementary School,68%,740,,
4208,040201000,Globe Unified District,4855,040201004,Globe High School,51%,517,,
4208,040201000,Globe Unified District,85831,040201105,High Desert Middle School,67%,507,,
86874,072770000,"Grace of Serenity Living, Inc.",86875,072770001,"Grace of Serenity Living, Inc.",*,*,,
86874,072770000,"Grace of Serenity Living, Inc.",87282,072770002,Vineyard Place,*,*,,
79539,211015000,Graham County Juvenile Detention,79588,211015001,AOC-Graham County Juvenile Detention Center,>=95%,53,,
4194,030204000,Grand Canyon Unified District,4824,030204001,Grand Canyon Elementary,55%,286,,
9691,094001000,"Greasewood Springs Community School, Inc.",80421,014012004,Greasewood Springs Community School,85-89%,188,,
79793,033903000,Greyhills Academy,4840,033904003,Greyhills Academy High School,71%,329,,
6369,108726000,Ha:san Educational Services,5872,108726001,Ha:san Preparatory & Leadership School,75-79%,178,,
80066,072701000,Hacienda INC,80067,072701001,Alameda Group Home,*,*,,
80066,072701000,Hacienda INC,80068,072701002,Brown Group Home,*,*,,
80066,072701000,Hacienda INC,80069,072701003,Hacienda De Los Angeles,>=90%,26,,
80066,072701000,Hacienda INC,81197,072701005,Townly Group Home,*,*,,
4371,080303000,Hackberry School District,5570,080303002,Cedar Hills School,>=95%,42,,
79081,078998000,"Happy Valley School, Inc.",79095,078998001,Happy Valley School,14%,778,,
79501,148760000,"Harvest Power Community Development Group, Inc.",79513,148760101,Harvest Preparatory Academy,87%,1000,,
79501,148760000,"Harvest Power Community Development Group, Inc.",90277,148760102,"Harvest Preparatory Academy, San Luis AZ",82%,311,,
88454,099107000,Havasupai Elementary School,80466,093906008,Havasupai Elementary School,80-84%,70,,
4212,040241000,Hayden-Winkelman Unified District,4873,040241004,Hayden High School,65-69%,187,,
4212,040241000,Hayden-Winkelman Unified District,4870,040241001,Winkelman Elementary School,70-74%,168,,
4392,090206000,Heber-Overgaard Unified District,5623,090206102,Capps Elementary School,65-69%,120,,
4392,090206000,Heber-Overgaard Unified District,5625,090206201,Mogollon High School,54%,235,,
4392,090206000,Heber-Overgaard Unified District,6053,090206101,Mountain Meadows Primary,70-74%,159,,
81076,078985000,Heritage Elementary School,89624,078985103,Heritage Elementary - Williams,60-64%,90,,
81076,078985000,Heritage Elementary School,81077,078985101,Heritage Elementary School,67%,812,,
81076,078985000,Heritage Elementary School,78811,078784101,Liberty Traditional Charter School,85%,508,,
4248,070260000,Higley Unified School District,90315,070260108,Centennial Elementary School,21%,983,,
4248,070260000,Higley Unified School District,89580,070260107,Chaparral Elementary School,24%,1154,,
4248,070260000,Higley Unified School District,79227,070260102,Coronado Elementary School,18%,918,,
4248,070260000,Higley Unified School District,88422,070260106,Cortina Elementary,20%,1177,,
4248,070260000,Higley Unified School District,87487,070260105,Gateway Pointe Elementary,45%,873,,
4248,070260000,Higley Unified School District,79374,070260201,Higley High School,25%,1496,,
4248,070260000,Higley Unified School District,5168,070260101,Higley Traditional Academy,30%,642,,
4248,070260000,Higley Unified School District,80316,070260104,Power Ranch Elementary,26%,870,,
4248,070260000,Higley Unified School District,79375,070260103,San Tan Elementary,26%,990,,
4248,070260000,Higley Unified School District,89581,070260202,Williams Field High School,20%,1467,,
4328,078704000,"Hillcrest Academy, Inc.",5499,078704101,Hillcrest Academy,70-74%,90,,
4389,090203000,Holbrook Unified District,5610,090203207,Holbrook High School,65%,705,,
4389,090203000,Holbrook Unified District,5609,090203106,Holbrook Junior High School,71%,383,,
4389,090203000,Holbrook Unified District,5607,090203102,Hulet Elementary School,75%,251,,
4389,090203000,Holbrook Unified District,79377,090203104,Indian Wells Elementary,91%,449,,
4389,090203000,Holbrook Unified District,5608,090203103,Park Elementary School,83%,303,,
88447,099101000,Hopi Day School,80287,093906005,Hopi Day School,75-79%,166,,
88449,099103000,Hopi Jr/Sr High School,87950,093906002,Hopi Jr. / Sr. High School,75%,658,,
80083,092004000,Hopi Mission School,80084,092004001,Hopi Mission School,70-79%,37,,
88453,099106000,Hotevilla Bacavi Community School,79662,093906006,Hotevilla Bacavi Community School,55-59%,122,,
4469,130222000,Humboldt Unified District,6097,130222230,Bradshaw Mountain High School,49%,1701,,
4469,130222000,Humboldt Unified District,6091,130222120,Bradshaw Mountain Middle School,62%,315,,
4469,130222000,Humboldt Unified District,6095,130222733,Coyote Springs Elementary School,61%,650,,
4469,130222000,Humboldt Unified District,6092,130222725,Glassford Hill Middle School,46%,401,,
4469,130222000,Humboldt Unified District,87535,130222135,Granville Elementary School,63%,548,,
4469,130222000,Humboldt Unified District,6093,130222731,Humboldt Elementary School,64%,475,,
4469,130222000,Humboldt Unified District,6090,130222710,Lake Valley Elementary School,79%,494,,
4469,130222000,Humboldt Unified District,6096,130222134,Liberty Traditional School,54%,762,,
4469,130222000,Humboldt Unified District,6094,130222732,Mountain View Elementary School,79%,545,,
80370,014006000,Hunters Point Boarding School,80444,014012002,Hunters Point Boarding School,90-94%,105,,
4502,140416000,Hyder Elementary District,6180,140416101,Dateland Elementary School,85-89%,117,,
89784,078535000,"Imagine Avondale Elementary, Inc.",89785,078535101,Imagine Avondale Elementary,64%,523,,
90162,078553000,"Imagine Avondale Middle, Inc.",90163,078553001,Imagine Avondale Middle,75-79%,113,,
89561,078531000,"Imagine Camelback Middle, Inc.",89562,078531101,Imagine Camelback Middle,90-94%,131,,
88365,078519000,"Imagine Charter Elementary at Camelback, Inc.",88366,078519101,Imagine Camelback Elementary,81%,567,,
88367,078520000,"Imagine Charter Elementary at Desert West, Inc.",88368,078520101,Imagine Desert West Elementary,95%,754,,
89786,078536000,"Imagine Coolidge Elementary, Inc.",89787,078536101,Imagine Coolidge Elementary,70%,677,,
89563,078532000,"Imagine Desert West Middle, Inc.",89564,078532101,Imagine Desert West Middle,94%,212,,
88374,078523000,"Imagine Elementary at Tempe, Inc.",88375,078523101,Imagine Tempe,79%,332,,
88369,078521000,"Imagine Middle at East Mesa, Inc.",88370,078521001,Imagine East Mesa Middle,55-59%,61,,
88372,078522000,"Imagine Middle at Surprise, Inc.",88373,078522101,Imagine Surprise Middle,35%,231,,
90034,078547000,"Imagine Prep Coolidge, Inc.",90035,078547101,Imagine Prep Coolidge,65%,375,,
89788,078537000,"Imagine Prep Superstition, Inc.",89789,078537101,Imagine Prep Superstition,55-59%,140,,
89790,078538000,"Imagine Prep Surprise, Inc.",89791,078538101,Imagine Prep Surprise,35-39%,155,,
90160,078552000,"Imagine Superstition Middle, Inc.",90161,078552001,Imagine Superstition Middle,65-69%,72,,
80085,142002000,Immaculate Conception School,80086,142002001,Immaculate Conception School,35-39%,190,,
80087,012001000,Immanuel Mission Association,80088,012001001,Immanuel Mision School,80-84%,82,,
5174,078751000,Integrity Education Incorporated,10811,078751001,Integrity Education Centre,80-84%,60,,
79062,118702000,"Ira H. Hayes Memorial Applied Learning Center, Inc.",79114,118702201,Ira H. Hayes High School,90-94%,61,,
4259,070405000,Isaac Elementary District,5236,070405103,Alta E Butler School,92%,781,,
4259,070405000,Isaac Elementary District,5240,070405108,Esperanza Elementary School,90%,620,,
4259,070405000,Isaac Elementary District,5234,070405101,Isaac Middle School,93%,816,,
4259,070405000,Isaac Elementary District,5235,070405102,J B Sutton Elementary School,94%,771,,
4259,070405000,Isaac Elementary District,5238,070405105,Joseph Zito Elementary School,86%,760,,
4259,070405000,Isaac Elementary District,5239,070405106,Mitchell Elementary School,83%,542,,
4259,070405000,Isaac Elementary District,78934,070405112,Morris K. Udall Escuela de Bellas Artes,89%,708,,
4259,070405000,Isaac Elementary District,79821,070405114,Moya Elementary,86%,538,,
4259,070405000,Isaac Elementary District,5237,070405104,P T Coe Elementary School,87%,795,,
4259,070405000,Isaac Elementary District,5243,070405111,Pueblo Del Sol Middle School,87%,997,,
4445,110244000,J O Combs Unified School District,89859,110244201,Combs High School,34%,992,,
4445,110244000,J O Combs Unified School District,89569,110244105,Ellsworth Elementary School,39%,624,,
4445,110244000,J O Combs Unified School District,5928,110244103,J. O. Combs Middle School,43%,1238,,
4445,110244000,J O Combs Unified School District,87489,110244104,Jack Harmon Elementary School,46%,588,,
4445,110244000,J O Combs Unified School District,79831,110244102,Kathryn Sue Simonton Elementary,50%,485,,
4445,110244000,J O Combs Unified School District,89860,110244106,Ranch Elementary School,41%,475,,
91248,094014000,Jeehdeez'a Elementary,91249,094014001,Jeehdeez'a Elementary,95-97%,137,,
80089,044015000,John F. Kennedy Day School,80090,104001007,John F. Kennedy,87%,216,,
4388,090202000,Joseph City Unified District,5605,090202001,Joseph City Elementary School,55%,285,,
4388,090202000,Joseph City Unified District,5606,090202002,Joseph City High School,42%,218,,
79064,148759000,Juniper Tree Academy,79112,148759101,Desert View Academy,50%,494,,
80092,034003000,Kaibeto Boarding School,80093,033904004,Kaibeto Boarding School,92%,248,,
4342,078718000,Kaizen Education Foundation dba El Dorado High School,78899,078718212,Kaizen Education Foundation dba El Dorado High School,85-89%,191,,
90333,078570000,Kaizen Education Foundation dba Gilbert Arts Public Charter Academy,89866,078570001,Kaizen Education Foundation dba Gilbert Arts Academy,40-44%,196,,
90535,078580000,Kaizen Education Foundation dba Havasu Preparatory Academy,91157,078580001,Havasu Preparatory Academy,65-69%,167,,
90334,078571000,Kaizen Education Foundation dba Liberty Arts Academy,89868,078571001,Liberty Arts Academy,49%,272,,
79882,078949000,Kaizen Education Foundation dba Maya High School,10748,078949001,Kaizen Education Foundation dba Maya High School,81%,437,,
90548,078576000,Kaizen Education Foundation dba Mission Heights Preparatory High School,91158,078576001,Mission Heights Preparatory High School,52%,288,,
79880,108706000,Kaizen Education Foundation dba Skyview High School,6350,108706001,Skyview High School,60-64%,167,,
79233,078999000,Kaizen Education Foundation dba South Pointe Elementary School,78851,078999001,Kaizen Education Foundation dba South Pointe Elementary School,95%,369,,
78965,078765000,Kaizen Education Foundation dba South Pointe Junior High School,79178,078765103,South Pointe Junior High School,88%,291,,
79876,078952000,Kaizen Education Foundation dba Summit High School,10749,078952001,Kaizen Education Foundation dba Summit High School,87%,265,,
79878,078954000,Kaizen Education Foundation dba Tempe Accelerated High School,6349,078954001,Kaizen Education Foundation dba Quest High School,80-84%,143,,
90330,078567000,Kaizen Education Foundation dba Vista Grove Preparatory Academy Elementary,89867,078567001,Kaizen Education Foundation dba Vista Grove Preparatory Academy Elementary,85%,279,,
79871,078946000,Kaizen Education Foundation dba Vista Grove Preparatory Academy Middle School,79177,078946001,Vista Grove Preparatory Academy Middle School,80-84%,78,,
80072,094008000,Kayenta Community School,80074,033904008,Kayenta Community School,91%,408,,
4396,090227000,Kayenta Unified District,5642,090227103,Kayenta Elementary School,89%,691,,
4396,090227000,Kayenta Unified District,5641,090227102,Kayenta Middle School,84%,611,,
4396,090227000,Kayenta Unified District,5644,090227201,Monument Valley High School,74%,881,,
80382,099109000,Keams Canyon Boarding School,80383,093906001,Keams Canyon Elementary,80-84%,65,,
78840,018759000,"Kin Dah Lichii Olta, Inc.",78841,018759101,Kin Dah Lichii Olta' Charter School,88%,242,,
79598,080220000,Kingman Unified School District,5577,080220116,Black Mountain Elementary School,77%,640,,
79598,080220000,Kingman Unified School District,5576,080220115,Cerbat Elementary,84%,574,,
79598,080220000,Kingman Unified School District,5571,080220110,Hualapai Elementary,50%,746,,
79598,080220000,Kingman Unified School District,5595,080220202,Kingman High School,53%,2017,,
79598,080220000,Kingman Unified School District,5575,080220114,Kingman Middle School,64%,740,,
79598,080220000,Kingman Unified School District,5572,080220111,La Senita Elementary,81%,602,,
79598,080220000,Kingman Unified School District,5573,080220112,Manzanita Elementary,57%,615,,
79598,080220000,Kingman Unified School District,5580,080220117,Mt Tipton Elementary School,87%,280,,
79598,080220000,Kingman Unified School District,5574,080220113,Palo Christi Elementary,76%,267,,
79598,080220000,Kingman Unified School District,88409,080220118,White Cliffs Middle School,58%,696,,
4480,130323000,Kirkland Elementary District,6115,130323001,Kirkland Elementary School,70-74%,58,,
4267,070428000,Kyrene Elementary District,5302,070428142,C I Waggoner School,20%,669,,
4267,070428000,Kyrene Elementary District,79248,070428170,Casa Vida,<=5%,75,,
4267,070428000,Kyrene Elementary District,5298,070428138,Kyrene Akimel A-Al Middle School,26%,1133,,
4267,070428000,Kyrene Elementary District,5297,070428137,Kyrene Altadena Middle School,8%,1083,,
4267,070428000,Kyrene Elementary District,5296,070428136,Kyrene Aprende Middle School,26%,1042,,
4267,070428000,Kyrene Elementary District,5299,070428139,Kyrene Centennial Middle School,41%,1077,,
4267,070428000,Kyrene Elementary District,5308,070428148,Kyrene de la Colina School,28%,650,,
4267,070428000,Kyrene Elementary District,5315,070428155,Kyrene de la Esperanza School,23%,570,,
4267,070428000,Kyrene Elementary District,78923,070428158,Kyrene de la Estrella Elementary School,14%,490,,
4267,070428000,Kyrene Elementary District,5310,070428150,Kyrene de la Mariposa School,23%,616,,
4267,070428000,Kyrene Elementary District,5314,070428154,Kyrene de la Mirada School,33%,452,,
4267,070428000,Kyrene Elementary District,5307,070428147,Kyrene de la Paloma School,32%,476,,
4267,070428000,Kyrene Elementary District,5313,070428153,Kyrene de la Sierra School,8%,710,,
4267,070428000,Kyrene Elementary District,5316,070428156,Kyrene de las Brisas School,30%,791,,
4267,070428000,Kyrene Elementary District,5304,070428144,Kyrene de las Lomas School,43%,850,,
4267,070428000,Kyrene Elementary District,5318,070428159,Kyrene de las Manitas School,34%,659,,
4267,070428000,Kyrene Elementary District,5317,070428157,Kyrene de los Cerritos School,9%,568,,
4267,070428000,Kyrene Elementary District,5311,070428151,Kyrene De Los Lagos School,29%,527,,
4267,070428000,Kyrene Elementary District,5305,070428145,Kyrene de los Ninos School,81%,522,,
4267,070428000,Kyrene Elementary District,5306,070428146,Kyrene del Cielo School,15%,768,,
4267,070428000,Kyrene Elementary District,79143,070428160,Kyrene del Milenio,34%,725,,
4267,070428000,Kyrene Elementary District,5303,070428143,Kyrene del Norte School,55%,570,,
4267,070428000,Kyrene Elementary District,5300,070428140,Kyrene del Pueblo Middle School,20%,965,,
4267,070428000,Kyrene Elementary District,5301,070428141,Kyrene Middle School,41%,1226,,
4267,070428000,Kyrene Elementary District,5312,070428152,Kyrene Monte Vista School,12%,468,,
4267,070428000,Kyrene Elementary District,5309,070428149,Kyrene Traditional Academy,53%,387,,
7909,102133000,"LA PALOMA FAMILY SERVICES, INC.",80449,102133010,Amparo,>80%,16,,
7909,102133000,"LA PALOMA FAMILY SERVICES, INC.",80450,102133011,Diamondback,>80%,10,,
7909,102133000,"LA PALOMA FAMILY SERVICES, INC.",89954,102133012,Fairview,*,*,,
7909,102133000,"LA PALOMA FAMILY SERVICES, INC.",80445,102133006,Menninger,>80%,10,,
7909,102133000,"LA PALOMA FAMILY SERVICES, INC.",80448,102133009,Victoria,>80%,10,,
4368,080201000,Lake Havasu Unified District,5561,080201103,Havasupai Elementary School,79%,408,,
4368,080201000,Lake Havasu Unified District,78979,080201109,Jamaica Elementary School,45%,552,,
4368,080201000,Lake Havasu Unified District,5565,080201207,Lake Havasu High School,48%,1898,,
4368,080201000,Lake Havasu Unified District,5563,080201105,Nautilus Elementary School,63%,371,,
4368,080201000,Lake Havasu Unified District,5564,080201106,Oro Grande Elementary School,61%,391,,
4368,080201000,Lake Havasu Unified District,5559,080201101,Smoketree Elementary School,68%,540,,
4368,080201000,Lake Havasu Unified District,5562,080201104,Starline Elementary School,48%,579,,
4368,080201000,Lake Havasu Unified District,5560,080201102,Thunderbolt Middle School,56%,947,,
4276,070459000,Laveen Elementary District,84305,070459104,Cheatham Elementary School,74%,981,,
4276,070459000,Laveen Elementary District,89266,070459106,Desert Meadows Elementary School,71%,1099,,
4276,070459000,Laveen Elementary District,5356,070459101,Laveen Elementary School,70%,822,,
4276,070459000,Laveen Elementary District,5357,070459102,Maurice C. Cash Elementary School,93%,822,,
4276,070459000,Laveen Elementary District,88421,070459105,Trailside Point Elementary,72%,1091,,
4276,070459000,Laveen Elementary District,5358,070459103,Vista Del Sur Traditional School,42%,713,,
79967,078968000,LEAD Charter Schools,87876,078968102,Leading Edge Academy - Queen Creek,41%,338,,
79967,078968000,LEAD Charter Schools,89616,078968103,Leading Edge Academy at East Mesa,50-54%,116,,
79967,078968000,LEAD Charter Schools,91149,078968104,Leading Edge Academy at Heritage,30-34%,115,,
79967,078968000,LEAD Charter Schools,79968,078968101,Leading Edge Academy Gilbert,21%,294,,
79967,078968000,LEAD Charter Schools,90196,078557001,Leading Edge Prep Vista,45-49%,43,,
90637,118708000,Leading Edge Academy Maricopa,90638,118708001,Leading Edge Academy Maricopa,46%,234,,
79660,078685000,Legacy Schools,87350,078507201,East Valley High School,45-49%,162,,
79660,078685000,Legacy Schools,79661,078685101,Legacy Elementary School,73%,324,,
9689,093902000,Leupp Schools Inc.,80374,033904010,Leupp Schools,65-69%,196,,
4266,070425000,Liberty Elementary District,5295,070425702,Estrella Mountain Elementary School,18%,598,,
4266,070425000,Liberty Elementary District,87475,070425705,Freedom Elementary School,69%,882,,
4266,070425000,Liberty Elementary District,5294,070425101,Liberty Elementary School,62%,619,,
4266,070425000,Liberty Elementary District,79652,070425103,Rainbow Valley Elementary School,77%,649,,
4266,070425000,Liberty Elementary District,79846,070425704,Westar Elementary School,26%,569,,
79926,108708000,"Lifelong Learning Research Institute, Inc.",79927,108708001,Lifelong Learning Academy,65-69%,72,,
4281,070479000,Litchfield Elementary District,87413,078907103,Arts Academy at Estrella Mountain,70%,907,,
4281,070479000,Litchfield Elementary District,87522,070479111,Barbara B. Robey Elementary School,61%,781,,
4281,070479000,Litchfield Elementary District,81098,078746101,Bradley Academy of Excellence,90%,522,,
4281,070479000,Litchfield Elementary District,80054,070479108,Corte Sierra Elementary School,44%,858,,
4281,070479000,Litchfield Elementary District,85843,070479109,Dreaming Summit Elementary,41%,842,,
4281,070479000,Litchfield Elementary District,90385,070479112,L. Thomas Heck Middle School,42%,751,,
4281,070479000,Litchfield Elementary District,5393,070479701,Litchfield Elementary School,23%,820,,
4281,070479000,Litchfield Elementary District,90550,070479114,Mabel Padgett Elementary School,30%,785,,
4281,070479000,Litchfield Elementary District,5396,070479704,Palm Valley Elementary,26%,831,,
4281,070479000,Litchfield Elementary District,78925,070479705,Rancho Santa Fe Elementary School,47%,746,,
4281,070479000,Litchfield Elementary District,5394,070479102,Scott L Libby Elementary School,43%,596,,
4281,070479000,Litchfield Elementary District,90023,072059001,Trinity Lutheran Church and School,5%,240,,
4281,070479000,Litchfield Elementary District,89586,070479113,Verrado Elementary School,23%,782,,
4281,070479000,Litchfield Elementary District,85844,070479110,Verrado Middle School,29%,947,,
4281,070479000,Litchfield Elementary District,5395,070479703,Western Sky Middle School,34%,911,,
4281,070479000,Litchfield Elementary District,79221,070479107,Wigwam Creek Middle School,46%,869,,
5178,098748000,Little Singer Community School Board Inc.,10816,098748101,Little Singer Community Junior High School,90-94%,128,,
4374,080209000,Littlefield Unified District,5579,080209001,Beaver Dam Elementary,93%,256,,
4374,080209000,Littlefield Unified District,85821,080209201,Beaver Dam High School,97%,224,,
4278,070465000,Littleton Elementary District,79618,070465104,Collier Elementary School,71%,859,,
4278,070465000,Littleton Elementary District,87476,070465106,Country Place Elementary,82%,871,,
4278,070465000,Littleton Elementary District,89608,070465107,Estrella Vista Elementary School,71%,962,,
4278,070465000,Littleton Elementary District,5360,070465101,Littleton Elementary School,77%,720,,
4278,070465000,Littleton Elementary District,85852,070465105,Quentin Elementary School,90%,817,,
4278,070465000,Littleton Elementary District,7408,072190001,THE ACES,80%,295,,
4278,070465000,Littleton Elementary District,90771,072190003,THE ACES-LITTLETON,70-74%,69,,
4278,070465000,Littleton Elementary District,89924,070465108,Tres Rios Elementary School,82%,901,,
10126,122001000,Lourdes Catholic School,80261,122001001,Lourdes Catholic School,77%,311,,
4427,108702000,"Luz Academy of Tucson, Inc",5868,108702001,Luz-Guerrero Early College High School,88%,245,,
4270,070438000,Madison Elementary District,5324,070438110,Madison #1 Elementary School,54%,847,,
4270,070438000,Madison Elementary District,5325,070438120,Madison Camelview Elementary,79%,875,,
4270,070438000,Madison Elementary District,5330,070438180,Madison Heights Elementary School,40%,556,,
4270,070438000,Madison Elementary District,5329,070438160,Madison Meadows School,29%,863,,
4270,070438000,Madison Elementary District,5328,070438150,Madison Park School,73%,578,,
4270,070438000,Madison Elementary District,5326,070438130,Madison Richard Simis School,21%,1089,,
4270,070438000,Madison Elementary District,5327,070438140,Madison Rose Lane School,57%,935,,
4270,070438000,Madison Elementary District,89622,070438111,Madison Traditional Academy,12%,656,,
4199,030310000,Maine Consolidated School District,4839,030310101,Maine Consolidated School,45-49%,138,,
4439,110208000,Mammoth-San Manuel Unified District,5902,110208107,First Avenue Elementary School,72%,419,,
4439,110208000,Mammoth-San Manuel Unified District,5901,110208106,Mammoth Elementary School,85-89%,115,,
4439,110208000,Mammoth-San Manuel Unified District,5904,110208281,San Manuel High School,68%,494,,
78992,014002000,Many Farms High School,78993,014005006,Many Farms High School,81%,427,,
4404,100206000,Marana Unified District,5772,100206114,Butterfield Elementary School,50%,601,,
4404,100206000,Marana Unified District,5777,100206119,Coyote Trail Elementary School,28%,551,,
4404,100206000,Marana Unified District,5769,100206111,Degrazia Elementary School,40%,562,,
4404,100206000,Marana Unified District,5774,100206116,Desert Winds Elementary School,72%,430,,
4404,100206000,Marana Unified District,5775,100206117,Ironwood Elementary School,35%,783,,
4404,100206000,Marana Unified District,5781,100206240,Marana High School,37%,1974,,
4404,100206000,Marana Unified District,5779,100206130,Marana Middle School,46%,1039,,
4404,100206000,Marana Unified District,5770,100206112,Marjorie W Estes Elementary School,47%,869,,
4404,100206000,Marana Unified District,5782,100206241,Mountain View High School,28%,1888,,
4404,100206000,Marana Unified District,5778,100206120,Picture Rocks Intermediate School,69%,313,,
4404,100206000,Marana Unified District,5776,100206118,Quail Run Elementary School,37%,578,,
4404,100206000,Marana Unified District,89585,100206122,Rattlesnake Ridge Elementary,20%,693,,
4404,100206000,Marana Unified District,5773,100206115,Roadrunner Elementary School,77%,483,,
4404,100206000,Marana Unified District,5771,100206113,Thornydale Elementary School,47%,434,,
4404,100206000,Marana Unified District,5780,100206131,Tortolita Middle School,39%,990,,
4404,100206000,Marana Unified District,79445,100206121,Twin Peaks Elementary School,29%,483,,
4314,078647000,Maricopa County Community College District dba Gateway Early College High School,5480,078647201,Gateway Early College High School,94%,228,,
7291,071001000,MARICOPA DET-H,89614,071001002,Durango Juvenile Detention Facility,>=98%,120,,
7291,071001000,MARICOPA DET-H,7292,071001001,MARICOPA DET-H,>=98%,121,,
4441,110220000,Maricopa Unified School District,89910,110220708,Butterfield Elementary School,53%,692,,
4441,110220000,Maricopa Unified School District,89911,110220134,Desert Wind Middle School,50%,695,,
4441,110220000,Maricopa Unified School District,5908,110220701,Maricopa Elementary School,68%,651,,
4441,110220000,Maricopa Unified School District,5910,110220202,Maricopa High School,51%,1662,,
4441,110220000,Maricopa Unified School District,5909,110220733,Maricopa Wells Middle School,64%,630,,
4441,110220000,Maricopa Unified School District,87479,110220105,Pima Butte Elementary School,31%,421,,
4441,110220000,Maricopa Unified School District,89909,110220709,Saddleback Elementary School,62%,466,,
4441,110220000,Maricopa Unified School District,88405,110220706,Santa Cruz Elementary School,55%,432,,
4441,110220000,Maricopa Unified School District,81058,110220704,Santa Rosa Elementary School,52%,353,,
4435,110100000,Mary C O'Brien Accommodation District,5893,110100001,Mary C  O'Brien Elementary School,60-64%,124,,
4435,110100000,Mary C O'Brien Accommodation District,6067,110100003,Villa Oasis Interscholastic Center For Education (voice),70-74%,99,,
87567,112778000,Mary's Mission and Developmental Center,87568,112778001,Mary's Mission,*,*,,
87567,112778000,Mary's Mission and Developmental Center,87570,112778003,Mary's Mission - Boys Unit - Main Office,*,*,,
87567,112778000,Mary's Mission and Developmental Center,87569,112778002,Mary's Mission - Hereford Girls Unit,*,*,,
89852,108798000,"Math and Science Success Academy, Inc.",89853,108798101,Math and Science Success Academy,67%,254,,
4473,130243000,Mayer Unified School District,6107,130243101,Mayer Elementary School,92%,344,,
4473,130243000,Mayer Unified School District,6106,130243203,Mayer High School,80-84%,160,,
4163,010323000,Mcnary Elementary District,4745,010323101,Mcnary Elementary School,90-94%,114,,
4181,020355000,McNeal Elementary District,4790,020355001,Mcneal Elementary School,50-54%,56,,
4235,070204000,Mesa Unified District,4913,070204101,Adams Elementary School,91%,839,,
4235,070204000,Mesa Unified District,4978,070204261,Brimhall Junior High School,63%,674,,
4235,070204000,Mesa Unified District,79490,070204156,Brinton Elementary,56%,577,,
4235,070204000,Mesa Unified District,4961,070204149,Bush Elementary,38%,593,,
4235,070204000,Mesa Unified District,4969,070204252,Carson Junior  High School,84%,808,,
4235,070204000,Mesa Unified District,4945,070204133,Crismon Elementary School,46%,707,,
4235,070204000,Mesa Unified District,88420,070204282,Crossroads,65-69%,141,,
4235,070204000,Mesa Unified District,4983,070204274,Dobson High School,46%,2868,,
4235,070204000,Mesa Unified District,4967,070204195,Eagleridge Enrichment Program,14%,564,,
4235,070204000,Mesa Unified District,80046,070204191,Early Education Center,30-34%,163,,
4235,070204000,Mesa Unified District,78932,070204278,East Valley Academy,68%,240,,
4235,070204000,Mesa Unified District,4915,070204103,Edison Elementary School,84%,665,,
4235,070204000,Mesa Unified District,4932,070204120,Eisenhower Center for Innovation,82%,587,,
4235,070204000,Mesa Unified District,4916,070204104,Emerson Elementary School,81%,798,,
4235,070204000,Mesa Unified District,4959,070204147,Entz Elementary School,53%,717,,
4235,070204000,Mesa Unified District,4956,070204144,Falcon Hill Elementary School,46%,568,,
4235,070204000,Mesa Unified District,4937,070204125,Field Elementary School,62%,669,,
4235,070204000,Mesa Unified District,90752,070204158,Franklin at Alma Elementary,40%,211,,
