Sponsor EntityID,Sponsor CTDS,Sponsor Name,Site EntityID,Site CTDS,Site Name,Percent Eligible for Meals,Total Enrolled as of Last Day in October
79877,078953000,American Charter Schools Foundation d.b.a. Sun Valley High School,6347,078953001,Sun Valley High School,79%,701
79879,078956000,American Charter Schools Foundation d.b.a. West Phoenix High School,6348,078956001,West Phoenix High School,94%,670
9655,092001000,American Indian Christian Mission,80313,092001101,American Indian Christian Mission,80-89%,25
4406,100210000,Amphitheater Unified District,6055,100210281,Amphitheater High School,78%,1194
4406,100210000,Amphitheater Unified District,5805,100210166,Amphitheater Middle School,92%,647
4406,100210000,Amphitheater Unified District,5808,100210282,Canyon Del Oro High School,22%,1612
4406,100210000,Amphitheater Unified District,5802,100210118,Copper Creek Elementary School,22%,637
4406,100210000,Amphitheater Unified District,5799,100210115,Coronado K-8 School,43%,999
4406,100210000,Amphitheater Unified District,5796,100210110,E C Nash School,97%,470
4406,100210000,Amphitheater Unified District,5794,100210108,Frances Owen Holaway Elementary School,88%,372
4406,100210000,Amphitheater Unified District,5795,100210109,Helen Keeling Elementary School,94%,447
4406,100210000,Amphitheater Unified District,79378,100210280,Ironwood Ridge High School,14%,2023
4406,100210000,Amphitheater Unified District,5797,100210111,L M Prince School,93%,661
4406,100210000,Amphitheater Unified District,5804,100210165,La Cima Middle School,76%,546
4406,100210000,Amphitheater Unified District,5806,100210167,Lawrence W Cross Middle School,31%,771
4406,100210000,Amphitheater Unified District,5798,100210112,Lulu Walker School,66%,588
4406,100210000,Amphitheater Unified District,5792,100210106,Marion Donaldson Elementary School,48%,363
4406,100210000,Amphitheater Unified District,5800,100210116,Mesa Verde Elementary School,39%,381
4406,100210000,Amphitheater Unified District,79282,100210114,Painted Sky Elementary School,10%,674
4406,100210000,Amphitheater Unified District,5807,100210168,Richard B Wilson Jr School,14%,1200
4406,100210000,Amphitheater Unified District,5803,100210125,Rillito Center,55-59%,87
4406,100210000,Amphitheater Unified District,5801,100210117,Rio Vista Elementary School,86%,504
4406,100210000,Amphitheater Unified District,5793,100210107,Winifred Harelson Elementary School,18%,506
4506,140550000,Antelope Union High School District,6188,140550201,Antelope Union High School,81%,287
4443,110243000,Apache Junction Unified District,5925,110243201,Apache Junction High School,48%,1312
4443,110243000,Apache Junction Unified District,5923,110243151,Cactus Canyon Junior High,62%,754
4443,110243000,Apache Junction Unified District,5922,110243104,Desert Vista Elementary School,64%,656
4443,110243000,Apache Junction Unified District,5920,110243102,Four Peaks Elementary School,75%,648
4443,110243000,Apache Junction Unified District,80091,110243153,Mountain Shadows Education Center - Closed,60-64%,137
4443,110243000,Apache Junction Unified District,79631,110243105,Peralta Trail Elementary School,53%,542
4443,110243000,Apache Junction Unified District,5919,110243101,Superstition Mountain Elementary School,71%,732
79426,108785000,Aprender Tucson,79432,108785001,Southside Community School,>=98%,256
6378,078665000,"Arizona Academy of Science And Technology, Inc.",10755,078665001,Arizona Academy of Science and Technology,70-74%,133
79947,108709000,Arizona Community Development Corporation,79950,108709101,La Paloma Academy,69%,783
79947,108709000,Arizona Community Development Corporation,81187,108709103,La Paloma Academy (Lakeside),67%,886
79947,108709000,Arizona Community Development Corporation,91805,108709104,La Paloma Academy-South,88%,211
85749,078991000,Arizona Montessori Charter School at Anthem,85750,078991101,AMCS at Anthem dba Caurus Academy,17%,319
85749,078991000,Arizona Montessori Charter School at Anthem,78816,138755101,Park View Middle School,58%,265
80077,014005000,Arizona Navajo Central Education Line Office,87926,014005005,Lukachukai Community School,96%,378
80126,104001000,Arizona South Education - Phoenix,80127,104001001,San Simon School,85%,244
80126,104001000,Arizona South Education - Phoenix,80454,104001002,Santa Rosa Boarding/Day School,90-94%,196
6393,001202000,Arizona State School for the Deaf and Blind,80462,001202058,ASDB/Child Nutrition Program - Closed,68%,217
7878,102106000,Arizona's Children Association,7879,102106001,Nellie P Covert Day School,70-79%,14
4274,070447000,Arlington Elementary District,5354,070447101,Arlington Elementary School,85%,260
4187,020453000,Ash Creek Elementary District,4797,020453101,Ash Creek Elementary,70-79%,21
4471,130231000,Ash Fork Joint Unified District,6101,130231101,Ash Fork Elementary School,56%,227
4272,070444000,Avondale Elementary District,87619,070444111,Centerra Mirage,64%,670
4272,070444000,Avondale Elementary District,90028,070444110,Copper Trails,44%,940
4272,070444000,Avondale Elementary District,79670,070444107,Desert Star,56%,704
4272,070444000,Avondale Elementary District,79792,070444108,Desert Thunder,53%,652
4272,070444000,Avondale Elementary District,5348,070444103,Eliseo C. Felix School,88%,535
4272,070444000,Avondale Elementary District,5349,070444104,Lattie Coor,90%,1055
4272,070444000,Avondale Elementary District,5347,070444102,Michael Anderson,94%,844
4272,070444000,Avondale Elementary District,80181,072084001,St. John Vianney Catholic School,47%,220
4272,070444000,Avondale Elementary District,78924,070444106,Wildflower School,64%,479
4508,148757000,Az-Tec High School,6192,148757001,AZTEC High School,90-94%,158
4412,100240000,Baboquivari Unified School District #40,5847,100240204,Baboquivari High School,66%,304
4412,100240000,Baboquivari Unified School District #40,5844,100240101,Indian Oasis Elementary School,79%,581
4412,100240000,Baboquivari Unified School District #40,5845,100240102,Indian Oasis Intermediate School to Baboquivari Middle School - Closed,74%,272
90039,072785000,"Back To Life, Inc.",90040,072785001,Roanoke House,*,*
90039,072785000,"Back To Life, Inc.",90042,072785003,Sunset House,*,*
90039,072785000,"Back To Life, Inc.",90544,072785005,Unity House,*,*
4468,130220000,Bagdad Unified District,6088,130220101,Bagdad Elementary School,53%,328
4468,130220000,Bagdad Unified District,6089,130220202,Bagdad High School,40-44%,121
79204,078988000,Ball Charter Schools (Dobson),10729,078988102,"Dobson Academy, The - A Ball Charter School",34%,558
4294,078987000,Ball Charter Schools (Hearn),10730,078987103,"Hearn Academy, The - A Ball Charter School",54%,571
4268,070431000,Balsz Elementary District,5319,070431101,Balsz Elementary School,94%,637
4268,070431000,Balsz Elementary District,81141,070431105,Brunson-Lee Elementary School,91%,520
4268,070431000,Balsz Elementary District,5320,070431102,David Crockett Elementary School,96%,481
4268,070431000,Balsz Elementary District,5321,070431103,Griffith Elementary School,87%,587
4268,070431000,Balsz Elementary District,5322,070431104,Orangedale Junior High Prep Academy,90%,487
4481,130326000,Beaver Creek Elementary District,6116,130326101,Beaver Creek School,77%,426
79983,078972000,"Bell Canyon Charter School, Inc",79507,078972101,Imagine Bell Canyon,59%,476
79226,020209000,Benson Unified School District,4799,020209201,Benson High School,42%,382
79226,020209000,Benson Unified School District,4794,020209102,Benson Middle School,54%,357
79226,020209000,Benson Unified School District,4793,020209101,Benson Primary School,65%,390
79226,020209000,Benson Unified School District,85879,020209701,San Pedro Valley High School,60-69%,39
4515,150576000,Bicentennial Union High School District,6203,150576201,Salome High School,70-74%,145
4169,020202000,Bisbee Unified District,4754,020202201,Bisbee High School,64%,361
4169,020202000,Bisbee Unified District,4752,020202103,Greenway Primary School,77%,305
4169,020202000,Bisbee Unified District,4753,020202105,Lowell School,69%,229
9688,093901000,Black Mesa Community School,80426,093901001,Black Mesa Community School,>=95%,58
91760,114002000,"Blackwater Community School, Inc.",91761,114002001,Blackwater Community School,71%,396
4397,090232000,Blue Ridge Unified District,5645,090232101,Blue Ridge Elementary School,55%,649
4397,090232000,Blue Ridge Unified District,5648,090232204,Blue Ridge High School,40%,815
4397,090232000,Blue Ridge Unified District,5647,090232103,Blue Ridge Jr High School,54%,405
4397,090232000,Blue Ridge Unified District,5646,090232102,Blue Ridge Middle School,81%,511
4224,050316000,Bonita Elementary District,4896,050316101,Bonita Elementary School,45-49%,100
4513,150426000,Bouse Elementary District,6201,150426101,Bouse Elementary School,90-94%,41
4171,020214000,Bowie Unified District,4758,020214100,Bowie Elementary School,90-94%,58
4171,020214000,Bowie Unified District,4759,020214200,Bowie High School,>80%,18
4305,078613000,Boys & Girls Clubs of the East Valley dba Mesa Arts Academy,5470,078613101,Mesa Arts Academy,82%,234
4269,070433000,Buckeye Elementary District,81110,070433102,Bales Elementary School,70%,798
4269,070433000,Buckeye Elementary District,87473,070433109,Buckeye Elementary School,82%,983
4269,070433000,Buckeye Elementary District,90341,070433107,Inca Elementary School,67%,738
4269,070433000,Buckeye Elementary District,89572,070433104,Steven R. Jasinski Elementary School,75%,849
4269,070433000,Buckeye Elementary District,87471,070433105,Sundance Elementary,76%,700
4269,070433000,Buckeye Elementary District,88398,070433103,Westpark Elementary School,67%,628
4284,070501000,Buckeye Union High School District,5424,070501701,Buckeye Union High School,63%,1247
4284,070501000,Buckeye Union High School District,79376,070501202,Estrella Foothills High School,37%,1002
4284,070501000,Buckeye Union High School District,89573,070501704,Youngker High School,57%,1768
4378,080415000,Bullhead City School District,5587,080415130,Bullhead City Jr High School,87%,532
4378,080415000,Bullhead City School District,5583,080415103,Coyote Canyon School,93%,561
4378,080415000,Bullhead City School District,5584,080415105,Desert Valley School,87%,693
4378,080415000,Bullhead City School District,5585,080415107,Diamondback Elementary School,66%,538
4378,080415000,Bullhead City School District,6048,080415110,Fox Creek Jr High School,62%,560
4378,080415000,Bullhead City School District,90194,088703102,Mohave Accelerated Elementary School East,50-54%,111
4378,080415000,Bullhead City School District,79510,088758001,Mohave Accelerated Learning Center,73%,758
4378,080415000,Bullhead City School District,79655,080415104,Sunrise Elementary,76%,388
90328,078565000,"CAFA, Inc. dba Learning Foundation and Performing Arts Alta Mesa",88290,078565001,Learning Foundation and Performing Arts Alta Mesa,69%,236
90327,078564000,"CAFA, Inc. dba Learning Foundation and Performing Arts Gilbert",88289,078564001,Learning Foundation and Performing Arts Gilbert,47%,346
79971,098749000,"CAFA, Inc. dba Learning Foundation Performing Arts School",81102,098749002,Learning Foundation,90-94%,116
79055,078909000,Calibre Academy,91172,078909104,Calibre Academy of Glendale,70-74%,158
79055,078909000,Calibre Academy,80463,078909102,Calibre Academy Surprise,52%,523
79905,078959000,"Camelback Education, Inc",79906,078959001,Camelback Academy,80%,549
4470,130228000,Camp Verde Unified District,6098,130228101,Camp Verde Elementary School,75%,730
4470,130228000,Camp Verde Unified District,6100,130228203,Camp Verde High School,56%,434
4470,130228000,Camp Verde Unified District,6099,130228102,Camp Verde Middle School,73%,325
4484,130350000,Canon Elementary District,6119,130350101,Canon School,70-74%,149
79302,072107000,Canyon State Academy,79303,072107001,Canyon State Academy,>=99%,314
79302,072107000,Canyon State Academy,89565,072107002,Sycamore Canyon Ctr for Youth,>=90%,35
4400,098745000,"Career Development, Inc.",5652,098745204,Northern AZ Academy for Career Dev. - Taylor,85-89%,52
4400,098745000,"Career Development, Inc.",5650,098745201,Northern AZ Academy for Career Dev. - Winslow,85-89%,60
4282,070483000,Cartwright Elementary District,79283,070483122,Bret R. Tarver,91%,992
4282,070483000,Cartwright Elementary District,5398,070483101,Cartwright School,92%,795
4282,070483000,Cartwright Elementary District,5405,070483108,Charles W. Harris School,67%,1223
4282,070483000,Cartwright Elementary District,5406,070483109,Desert Sands Middle School,86%,1283
4282,070483000,Cartwright Elementary District,5411,070483114,Estrella Middle School,84%,1406
4282,070483000,Cartwright Elementary District,5407,070483110,Frank Borman School,87%,1209
4282,070483000,Cartwright Elementary District,6032,070483120,G. Frank Davidson,88%,964
4282,070483000,Cartwright Elementary District,5399,070483102,Glenn L. Downs School,96%,724
4282,070483000,Cartwright Elementary District,5409,070483112,Heatherbrae School,92%,760
4282,070483000,Cartwright Elementary District,5402,070483105,Holiday Park School,89%,862
4282,070483000,Cartwright Elementary District,5400,070483103,John F. Long,92%,890
4282,070483000,Cartwright Elementary District,5401,070483104,Justine Spitalny School,92%,707
4282,070483000,Cartwright Elementary District,81109,070483123,Manuel Pena Jr. School,87%,996
4282,070483000,Cartwright Elementary District,78980,070483121,Marc T. Atkinson Middle School,86%,1414
4282,070483000,Cartwright Elementary District,5412,070483115,Palm Lane,92%,980
4282,070483000,Cartwright Elementary District,5413,070483116,Peralta School,88%,966
4282,070483000,Cartwright Elementary District,89955,070483129,Raul H. Castro Middle School,94%,898
4282,070483000,Cartwright Elementary District,80352,079083593,St. Vincent de Paul,86%,536
4282,070483000,Cartwright Elementary District,5404,070483107,Starlight Park School,85%,945
4282,070483000,Cartwright Elementary District,5403,070483106,Sunset School,88%,667
4282,070483000,Cartwright Elementary District,5415,070483118,Tomahawk School,72%,1061
80246,114001000,Casa Blanca Community School,80247,114001001,Casa Blanca Elementary School,90%,255
79389,102261000,Casa de los Ninos,80314,102261002,Casa de los Ninos,>=95%,80
4446,110404000,Casa Grande Elementary District,79692,110404110,Cactus Middle School,63%,931
4446,110404000,Casa Grande Elementary District,5934,110404106,Casa Grande Middle School,83%,719
4446,110404000,Casa Grande Elementary District,5935,110404107,Cholla Elementary School,68%,490
4446,110404000,Casa Grande Elementary District,5929,110404101,Cottonwood Elementary School,83%,518
4446,110404000,Casa Grande Elementary District,87948,110404130,Desert Willow Elementary School,58%,590
4446,110404000,Casa Grande Elementary District,5930,110404102,Evergreen Elementary School,81%,444
4446,110404000,Casa Grande Elementary District,5936,110404108,Ironwood School,61%,499
4446,110404000,Casa Grande Elementary District,89578,110404132,McCartney Ranch Elementary School,62%,740
4446,110404000,Casa Grande Elementary District,5937,110404109,Mesquite Elementary School,78%,504
4446,110404000,Casa Grande Elementary District,5932,110404104,Palo Verde School,89%,495
4446,110404000,Casa Grande Elementary District,5933,110404105,Saguaro Elementary School,85%,573
4446,110404000,Casa Grande Elementary District,89579,110404131,Villago Middle School,67%,843
4453,110502000,Casa Grande Union High School District,5948,110502001,Casa Grande Union High School,57%,1347
4453,110502000,Casa Grande Union High School District,79658,110502701,Casa Verde High School,60-64%,188
4453,110502000,Casa Grande Union High School District,5950,110502003,Desert Winds High School,79%,297
4453,110502000,Casa Grande Union High School District,90084,110502004,Vista Grande High School,64%,1763
4410,100216000,Catalina Foothills Unified District,5835,100216104,Canyon View Elementary School,13%,440
4410,100216000,Catalina Foothills Unified District,5839,100216206,Catalina Foothills High School,8%,1649
4410,100216000,Catalina Foothills Unified District,5837,100216107,Esperero Canyon Middle School,11%,585
4410,100216000,Catalina Foothills Unified District,5833,100216102,Manzanita School,9%,655
4410,100216000,Catalina Foothills Unified District,5834,100216103,Orange Grove Middle School,11%,585
4410,100216000,Catalina Foothills Unified District,5832,100216101,Sunrise Drive Elementary School,16%,551
4410,100216000,Catalina Foothills Unified District,5838,100216108,Ventana Vista Elementary School,12%,487
80292,102702000,Catholic Community School,80293,102702001,Catholic Community School,*,*
4244,070293000,Cave Creek Unified District,5134,070293102,Black Mountain Elementary School,10%,502
4244,070293000,Cave Creek Unified District,5137,070293204,Cactus Shadows High School,9%,1754
4244,070293000,Cave Creek Unified District,5136,070293706,Desert Sun Academy,11%,503
4244,070293000,Cave Creek Unified District,78912,070293705,Desert Willow Elementary School,10%,714
4244,070293000,Cave Creek Unified District,87477,070293708,Horseshoe Trails Elementary School,6%,675
4244,070293000,Cave Creek Unified District,80056,070293707,Lone Mountain Elementary School,9%,628
4244,070293000,Cave Creek Unified District,78911,070293101,Sonoran Trails Middle School,10%,810
4395,090225000,Cedar Unified District,5638,090225001,Jeddito School,>=98%,188
4191,028750000,"Center for Academic Success, Inc.",85876,028750204,Center for Academic Success #4,92%,206
4191,028750000,"Center for Academic Success, Inc.",85877,028750205,Center for Academic Success #5,65%,313
4191,028750000,"Center for Academic Success, Inc.",4801,028750201,"Center for Academic Success, The #1",55-59%,142
4191,028750000,"Center for Academic Success, Inc.",4802,028750202,"Center for Academic Success, The #2",80-84%,116
4191,028750000,"Center for Academic Success, Inc.",79039,028750203,"Center for Academic Success, The #3",77%,309
4191,028750000,"Center for Academic Success, Inc.",91204,078784104,Liberty Traditional Charter School - Saddleback,65-69%,134
4191,028750000,"Center for Academic Success, Inc.",5877,108744205,PPEP TEC - Raul H. Castro Learning Center,75-79%,136
90140,078550000,"Challenge Foundation Academies of Arizona, Inc.",90141,078550001,Pioneer Preparatory - A Challenge Foundation,90%,673
6362,078772000,"Challenge School, Inc.",5555,078772001,Challenge Charter School,19%,657
4242,070280000,Chandler Unified District #80,5117,070280112,Anna Marie Jacobson  Elementary School,13%,899
4242,070280000,Chandler Unified District #80,89591,070280243,Arizona College Prep Erie Campus,9%,360
4242,070280000,Chandler Unified District #80,90302,070280145,Arizona College Prep Oakland Campus,6%,381
4242,070280000,Chandler Unified District #80,85838,070280135,Audrey & Robert Ryan Elementary,7%,876
4242,070280000,Chandler Unified District #80,79247,070280129,Basha Elementary,14%,953
4242,070280000,Chandler Unified District #80,79633,070280203,Basha High School,16%,2565
4242,070280000,Chandler Unified District #80,5125,070280120,Bogle Junior High School,26%,1233
4242,070280000,Chandler Unified District #80,5127,070280202,Chandler High School,41%,3244
4242,070280000,Chandler Unified District #80,5119,070280114,Chandler Traditional Academy - Goodman,17%,740
4242,070280000,Chandler Unified District #80,88404,070280136,Chandler Traditional Academy - Independence,4%,932
4242,070280000,Chandler Unified District #80,80102,070280133,Chandler Traditional Academy - Liberty Campus,11%,809
4242,070280000,Chandler Unified District #80,85837,070280134,Chandler Traditional Academy-Freedom,12%,917
4242,070280000,Chandler Unified District #80,5122,070280117,Chandler Traditional Academy-Humphrey,47%,543
4242,070280000,Chandler Unified District #80,89926,070280140,Charlotte Patterson Elementary,15%,865
4242,070280000,Chandler Unified District #80,5126,070280122,Dr Howard K Conley Elementary School,45%,870
4242,070280000,Chandler Unified District #80,5116,070280111,Frye Elementary School,85%,736
4242,070280000,Chandler Unified District #80,5113,070280107,Galveston Elementary School,94%,784
4242,070280000,Chandler Unified District #80,89925,070280141,Haley Elementary,13%,825
4242,070280000,Chandler Unified District #80,6015,070280223,Hamilton High School,23%,3688
4242,070280000,Chandler Unified District #80,5114,070280108,Hartford Sylvia Encinas Elementary,91%,816
4242,070280000,Chandler Unified District #80,89590,070280138,Ira A. Fulton Elementary,9%,983
4242,070280000,Chandler Unified District #80,79653,070280130,Jane D. Hull Elementary,17%,904
4242,070280000,Chandler Unified District #80,91794,070280142,John & Carol Carlson Elementary,8%,426
4242,070280000,Chandler Unified District #80,5121,070280116,John M Andersen Elementary School,45%,644
4242,070280000,Chandler Unified District #80,5123,070280118,John M Andersen Jr High School,55%,1016
4242,070280000,Chandler Unified District #80,90027,070280244,Ken 'Chief' Hill Learning Academy,65%,262
4242,070280000,Chandler Unified District #80,5115,070280109,Knox Gifted Academy,41%,704
4242,070280000,Chandler Unified District #80,79636,070280132,Navarrete Elementary,16%,1013
4242,070280000,Chandler Unified District #80,89613,070280228,Perry High School,14%,2607
4242,070280000,Chandler Unified District #80,89589,070280139,Riggs Elementary,11%,988
4242,070280000,Chandler Unified District #80,6014,070280127,Robert and Danell Tarwater Elementary,15%,872
4242,070280000,Chandler Unified District #80,6013,070280124,Rudy G Bologna Elementary,68%,755
4242,070280000,Chandler Unified District #80,5111,070280105,San Marcos Elementary School,91%,628
4242,070280000,Chandler Unified District #80,5118,070280113,Sanborn Elementary School,44%,815
4242,070280000,Chandler Unified District #80,87679,070280137,Santan Elementary,6%,1031
4242,070280000,Chandler Unified District #80,79634,070280121,Santan Junior High School,13%,1298
4242,070280000,Chandler Unified District #80,5124,070280119,Shumway Elementary School,52%,689
4242,070280000,Chandler Unified District #80,79635,070280131,T. Dale Hancock Elementary School,34%,900
4242,070280000,Chandler Unified District #80,5120,070280115,Weinberg Elementary School,21%,773
4242,070280000,Chandler Unified District #80,87519,070280110,Willie & Coy Payne Jr. High,16%,1424
4242,070280000,Chandler Unified District #80,5110,070280104,Willis Junior High School,60%,959
80242,094006000,Chilchinbeto Community School,80378,033904009,Chilchinbeto Community School,85-89%,124
84331,072708000,"Child Crisis Center -  East Valley, Inc.",84333,072708002,Mahnah Wing a Satellite Home,>=90%,27
84331,072708000,"Child Crisis Center -  East Valley, Inc.",84334,072708003,Theresa Wing a Satellite Home,>80%,15
4158,010224000,Chinle Unified District,4733,010224155,Canyon De Chelly Elementary School,86%,420
4158,010224000,Chinle Unified District,4732,010224150,Chinle Elementary School,81%,467
4158,010224000,Chinle Unified District,4737,010224240,Chinle High School,75%,995
4158,010224000,Chinle Unified District,4731,010224145,Chinle Junior High School,80%,432
4158,010224000,Chinle Unified District,4734,010224160,Many Farms Elementary School,72%,448
4158,010224000,Chinle Unified District,4736,010224170,Mesa View Elementary,80%,434
4158,010224000,Chinle Unified District,4735,010224165,Tsaile Elementary School,81%,408
4474,130251000,Chino Valley Unified District,6110,130251203,Chino Valley High School,58%,765
4474,130251000,Chino Valley Unified District,6108,130251101,Del Rio Elementary School,67%,584
4474,130251000,Chino Valley Unified District,6109,130251102,Heritage Middle School,66%,532
4474,130251000,Chino Valley Unified District,78928,130251103,Territorial Elementary School,79%,431
90138,078549000,"Choice Academies, Inc.",90139,078549001,Adams Traditional Academy,13%,822
5186,078995000,Cholla Academy,10801,078995001,Westland School,77%,254
80415,093916000,"Cibecue Community School, Inc.",80416,104001005,Cibecue,85%,418
4486,130403000,Clarkdale-Jerome Elementary District,6122,130403101,Clarkdale-Jerome Elementary School,52%,473
4229,060203000,Clifton Unified District,4905,060203202,Clifton High School,70-79%,30
4229,060203000,Clifton Unified District,4904,060203101,Laugharn Elementary School,75-79%,50
81027,028701000,Cochise Community Development Corporation,81028,028701001,The Berean Schools,46%,431
79462,211012000,Cochise County Juvenile Detention,79466,211012001,AOC-Cochise County Juvenile Dentention Centre,>80%,17
4177,020326000,Cochise Elementary District,4785,020326101,Cochise Elementary School,50-54%,91
79464,211013000,Coconino County Juvenile Detention,79526,211013001,AOC-Coconino County Juvenile Detention Center,85-89%,74
4370,080214000,Colorado City Unified District,5567,080214101,El Capitan Public School,82%,466
4381,080502000,Colorado River Union High School District,5592,080502001,Mohave High School,58%,1390
4381,080502000,Colorado River Union High School District,5593,080502002,River Valley High School,54%,763
4160,010306000,Concho Elementary District,4742,010306101,Concho Elementary School,85-89%,184
89556,078530000,"Concordia Charter School, Inc.",89557,078530101,Concordia Charter School,>=95%,94
4479,130317000,Congress Elementary District,6114,130317001,Congress Elementary School,70-74%,109
4416,100339000,Continental Elementary District,5855,100339001,Continental Elementary School,41%,536
4442,110221000,Coolidge Unified District,5916,110221007,Coolidge High School,69%,731
4442,110221000,Coolidge Unified District,89577,110221010,Heartland Ranch Elementary School,95%,407
4442,110221000,Coolidge Unified District,5914,110221005,HoHoKam Middle School,84%,460
4442,110221000,Coolidge Unified District,88427,110221009,Mountain Vista Middle School,80%,337
4442,110221000,Coolidge Unified District,89907,110221011,San Tan Foothills High School,57%,492
4442,110221000,Coolidge Unified District,80440,110221008,San Tan Heights Elementary,72%,693
4442,110221000,Coolidge Unified District,5911,110221001,West Elementary School,89%,632
79988,078975000,"Cortez Park Charter Middle School, Inc.",79989,078975101,Imagine Cortez Park Middle,92%,223
6570,014305000,Cottonwood Day School,6571,014305001,Cottonwood Day School,88%,242
