Sponsor EntityID,Sponsor CTDS,Sponsor Name,Site EntityID,Site CTDS,Site Name,Percent Eligible for Meals,Total Enrolled as of Last Day in October
4406,100210000,Amphitheater Unified District,5806,100210167,Lawrence W Cross Middle School,28%,827
4406,100210000,Amphitheater Unified District,5798,100210112,Lulu Walker School,67%,617
4406,100210000,Amphitheater Unified District,5792,100210106,Marion Donaldson Elementary School,45%,371
4406,100210000,Amphitheater Unified District,5800,100210116,Mesa Verde Elementary School,38%,392
4406,100210000,Amphitheater Unified District,79282,100210114,Painted Sky Elementary School,11%,745
4406,100210000,Amphitheater Unified District,5807,100210168,Richard B Wilson Jr School,14%,1090
4406,100210000,Amphitheater Unified District,5803,100210125,Rillito Center,55-59%,74
4406,100210000,Amphitheater Unified District,5801,100210117,Rio Vista Elementary School,88%,526
4406,100210000,Amphitheater Unified District,5793,100210107,Winifred Harelson Elementary School,22%,515
4506,140550000,Antelope Union High School District,6188,140550201,Antelope Union High School,73%,305
4443,110243000,Apache Junction Unified District,5925,110243201,Apache Junction High School,43%,1612
4443,110243000,Apache Junction Unified District,5923,110243151,Cactus Canyon Junior High,54%,823
4443,110243000,Apache Junction Unified District,5922,110243104,Desert Vista Elementary School,61%,605
4443,110243000,Apache Junction Unified District,5920,110243102,Four Peaks Elementary School,74%,665
4443,110243000,Apache Junction Unified District,80091,110243153,Mountain Shadows Education Center - Closed,85-89%,50
4443,110243000,Apache Junction Unified District,79631,110243105,Peralta Trail Elementary School,45%,632
4443,110243000,Apache Junction Unified District,5919,110243101,Superstition Mountain Elementary School,66%,757
79426,108785000,Aprender Tucson,79432,108785001,Southside Community School,97%,310
89482,108733000,"Arizona Academy of Leadership, Inc.",89483,108733101,Arizona Academy of Leadership,96%,248
89482,108733000,"Arizona Academy of Leadership, Inc.",89854,108733102,Arizona Academy of Leadership - Central,90-94%,79
6378,078665000,"Arizona Academy of Science And Technology, Inc.",10755,078665001,Arizona Academy of Science and Technology,70-74%,114
79947,108709000,Arizona Community Development Corporation,79950,108709101,La Paloma Academy,66%,711
79947,108709000,Arizona Community Development Corporation,81187,108709103,La Paloma Academy (Lakeside),62%,838
80077,014005000,Arizona Navajo Central Education Line Office,87926,014005005,Lukachukai Community School,93%,350
6393,001202000,Arizona State School for the Deaf and Blind,80462,001202058,ASDB/Child Nutrition Program - Closed,67%,224
7878,102106000,Arizona's Children Association,7879,102106001,Nellie P Covert Day School,>=95%,49
4274,070447000,Arlington Elementary District,5354,070447101,Arlington Elementary School,80%,267
4187,020453000,Ash Creek Elementary District,4797,020453101,Ash Creek Elementary,80-84%,50
4471,130231000,Ash Fork Joint Unified District,6101,130231101,Ash Fork Elementary School,56%,284
80380,219102200,ASPC - Tucson Minors Unit,8341,211002200,ASPC-Tucson,>=98%,113
4272,070444000,Avondale Elementary District,87619,070444111,Centerra Mirage,56%,762
4272,070444000,Avondale Elementary District,90028,070444110,Copper Trails,43%,881
4272,070444000,Avondale Elementary District,79670,070444107,Desert Star,53%,858
4272,070444000,Avondale Elementary District,79792,070444108,Desert Thunder,51%,735
4272,070444000,Avondale Elementary District,5348,070444103,Eliseo C. Felix School,88%,555
4272,070444000,Avondale Elementary District,5349,070444104,Lattie Coor,91%,1035
4272,070444000,Avondale Elementary District,5347,070444102,Michael Anderson,92%,782
4272,070444000,Avondale Elementary District,80181,072084001,St. John Vianney Catholic School,48%,250
4272,070444000,Avondale Elementary District,78924,070444106,Wildflower School,58%,522
4412,100240000,Baboquivari Unified School District #40,5847,100240204,Baboquivari High School,48%,390
4412,100240000,Baboquivari Unified School District #40,5844,100240101,Indian Oasis Elementary School,67%,562
4412,100240000,Baboquivari Unified School District #40,5845,100240102,Indian Oasis Intermediate School to Baboquivari Middle School - Closed,49%,259
90039,072785000,"Back To Life, Inc.",90040,072785001,Roanoke House,*,*
90039,072785000,"Back To Life, Inc.",90043,072785004,Sunrise House,*,*
90039,072785000,"Back To Life, Inc.",90042,072785003,Sunset House,*,*
90039,072785000,"Back To Life, Inc.",90041,072785002,Turning Point House,*,*
90039,072785000,"Back To Life, Inc.",90544,072785005,Unity House,*,*
81022,078731000,Back-to-Basics School,81023,078731101,Horizons Back-to-Basics,>=95%,73
4468,130220000,Bagdad Unified District,6088,130220101,Bagdad Elementary School,51%,202
4468,130220000,Bagdad Unified District,6089,130220202,Bagdad High School,42%,227
79204,078988000,Ball Charter Schools (Dobson),10729,078988102,"Dobson Academy, The - A Ball Charter School",31%,604
4294,078987000,Ball Charter Schools (Hearn),10730,078987103,"Hearn Academy, The - A Ball Charter School",43%,588
4268,070431000,Balsz Elementary District,5319,070431101,Balsz Elementary School,91%,731
4268,070431000,Balsz Elementary District,81141,070431105,Brunson-Lee Elementary School,91%,446
4268,070431000,Balsz Elementary District,5320,070431102,David Crockett Elementary School,88%,505
4268,070431000,Balsz Elementary District,5321,070431103,Griffith Elementary School,83%,622
4268,070431000,Balsz Elementary District,5322,070431104,Orangedale Junior High Prep Academy,80%,476
4481,130326000,Beaver Creek Elementary District,6116,130326101,Beaver Creek School,93%,347
79983,078972000,"Bell Canyon Charter School, Inc",79507,078972101,Imagine Bell Canyon,62%,465
79226,020209000,Benson Unified School District,4799,020209201,Benson High School,36%,381
79226,020209000,Benson Unified School District,4794,020209102,Benson Middle School,56%,338
79226,020209000,Benson Unified School District,4793,020209101,Benson Primary School,58%,423
79226,020209000,Benson Unified School District,85879,020209701,San Pedro Valley High School,20-29%,29
4515,150576000,Bicentennial Union High School District,6203,150576201,Salome High School,85-89%,138
4169,020202000,Bisbee Unified District,4754,020202201,Bisbee High School,64%,404
4169,020202000,Bisbee Unified District,4752,020202103,Greenway Primary School,67%,347
4169,020202000,Bisbee Unified District,4753,020202105,Lowell School,60-64%,196
9688,093901000,Black Mesa Community School,80426,093901001,Black Mesa Community School,90-94%,58
4397,090232000,Blue Ridge Unified District,5645,090232101,Blue Ridge Elementary School,54%,525
4397,090232000,Blue Ridge Unified District,5648,090232204,Blue Ridge High School,39%,885
4397,090232000,Blue Ridge Unified District,89857,090232104,Blue Ridge Intermediate School,62%,372
4397,090232000,Blue Ridge Unified District,5647,090232103,Blue Ridge Jr High School,43%,395
4397,090232000,Blue Ridge Unified District,5646,090232102,Blue Ridge Middle School,54%,405
4224,050316000,Bonita Elementary District,4896,050316101,Bonita Elementary School,45-49%,100
4513,150426000,Bouse Elementary District,6201,150426101,Bouse Elementary School,75-79%,50
4305,078613000,Boys & Girls Clubs of the East Valley dba Mesa Arts Academy,5470,078613101,Mesa Arts Academy,87%,233
4269,070433000,Buckeye Elementary District,81110,070433102,Bales Elementary School,70%,811
4269,070433000,Buckeye Elementary District,87473,070433109,Buckeye Elementary School,73%,995
4269,070433000,Buckeye Elementary District,90341,070433107,Inca Elementary School,56%,683
4269,070433000,Buckeye Elementary District,89572,070433104,Steven R. Jasinski Elementary School,65%,909
4269,070433000,Buckeye Elementary District,87471,070433105,Sundance Elementary,67%,831
4269,070433000,Buckeye Elementary District,88398,070433103,Westpark Elementary School,55%,661
4284,070501000,Buckeye Union High School District,5424,070501701,Buckeye Union High School,58%,1243
4284,070501000,Buckeye Union High School District,79376,070501202,Estrella Foothills High School,32%,1071
4284,070501000,Buckeye Union High School District,89573,070501704,Youngker High School,54%,1485
4378,080415000,Bullhead City School District,5587,080415130,Bullhead City Jr High School,84%,514
4378,080415000,Bullhead City School District,5583,080415103,Coyote Canyon School,91%,490
4378,080415000,Bullhead City School District,5584,080415105,Desert Valley School,91%,627
4378,080415000,Bullhead City School District,5585,080415107,Diamondback Elementary School,61%,488
4378,080415000,Bullhead City School District,6048,080415110,Fox Creek Jr High School,62%,558
4378,080415000,Bullhead City School District,5586,080415115,Mountain View Elementary,87%,322
4378,080415000,Bullhead City School District,79655,080415104,Sunrise Elementary,71%,374
90328,078565000,"CAFA, Inc. dba Learning Foundation and Performing Arts Alta Mesa",88290,078565001,Learning Foundation and Performing Arts Alta Mesa,70-74%,147
90327,078564000,"CAFA, Inc. dba Learning Foundation and Performing Arts Gilbert",88289,078564001,Learning Foundation and Performing Arts Gilbert,36%,326
79971,098749000,"CAFA, Inc. dba Learning Foundation Performing Arts School",81102,098749002,Learning Foundation,75-79%,161
79055,078909000,Calibre Academy,80463,078909102,Calibre Academy Surprise,43%,471
79905,078959000,"Camelback Education, Inc",79906,078959001,Camelback Academy,75%,445
4470,130228000,Camp Verde Unified District,6098,130228101,Camp Verde Elementary School,75%,687
4470,130228000,Camp Verde Unified District,6100,130228203,Camp Verde High School,55%,449
4470,130228000,Camp Verde Unified District,6099,130228102,Camp Verde Middle School,68%,322
4484,130350000,Canon Elementary District,6119,130350101,Canon School,75-79%,184
79302,072107000,Canyon State Academy,79303,072107001,Canyon State Academy,>=98%,295
79302,072107000,Canyon State Academy,89565,072107002,Sycamore Canyon Ctr for Youth,>=90%,22
4318,078902000,"Carden Traditional School of Glendale, Inc.",79121,078902102,Carden Traditional School of Glendale,60-64%,142
4282,070483000,Cartwright Elementary District,79283,070483122,Bret R. Tarver,94%,864
4282,070483000,Cartwright Elementary District,5398,070483101,Cartwright School,92%,828
4282,070483000,Cartwright Elementary District,5405,070483108,Charles W. Harris School,88%,954
4282,070483000,Cartwright Elementary District,5406,070483109,Desert Sands Middle School,89%,1063
4282,070483000,Cartwright Elementary District,5411,070483114,Estrella Middle School,87%,1278
4282,070483000,Cartwright Elementary District,5407,070483110,Frank Borman School,94%,1027
4282,070483000,Cartwright Elementary District,6032,070483120,G. Frank Davidson,92%,927
4282,070483000,Cartwright Elementary District,5399,070483102,Glenn L. Downs School,95%,685
4282,070483000,Cartwright Elementary District,5409,070483112,Heatherbrae School,94%,712
4282,070483000,Cartwright Elementary District,5402,070483105,Holiday Park School,90%,777
4282,070483000,Cartwright Elementary District,5400,070483103,John F. Long,91%,821
4282,070483000,Cartwright Elementary District,5401,070483104,Justine Spitalny School,94%,627
4282,070483000,Cartwright Elementary District,81109,070483123,Manuel Pena Jr. School,91%,935
4282,070483000,Cartwright Elementary District,78980,070483121,Marc T. Atkinson Middle School,87%,1219
4282,070483000,Cartwright Elementary District,5412,070483115,Palm Lane,89%,903
4282,070483000,Cartwright Elementary District,5413,070483116,Peralta School,93%,837
4282,070483000,Cartwright Elementary District,89955,070483129,Raul H. Castro Middle School,89%,817
4282,070483000,Cartwright Elementary District,80352,079083593,St. Vincent de Paul,82%,426
4282,070483000,Cartwright Elementary District,5404,070483107,Starlight Park School,85%,845
4282,070483000,Cartwright Elementary District,5403,070483106,Sunset School,92%,687
4282,070483000,Cartwright Elementary District,5415,070483118,Tomahawk School,90%,1011
80246,114001000,Casa Blanca Community School,80247,114001001,Casa Blanca Elementary School,90%,263
79389,102261000,Casa de los Ninos,80314,102261002,Casa de los Ninos,>=95%,63
4446,110404000,Casa Grande Elementary District,79692,110404110,Cactus Middle School,58%,903
4446,110404000,Casa Grande Elementary District,5934,110404106,Casa Grande Middle School,76%,714
4446,110404000,Casa Grande Elementary District,5935,110404107,Cholla Elementary School,62%,493
4446,110404000,Casa Grande Elementary District,5929,110404101,Cottonwood Elementary School,76%,557
4446,110404000,Casa Grande Elementary District,87948,110404130,Desert Willow Elementary School,55%,570
4446,110404000,Casa Grande Elementary District,5930,110404102,Evergreen Elementary School,76%,468
4446,110404000,Casa Grande Elementary District,5936,110404108,Ironwood School,50%,447
4446,110404000,Casa Grande Elementary District,89578,110404132,McCartney Ranch Elementary School,68%,647
4446,110404000,Casa Grande Elementary District,5937,110404109,Mesquite Elementary School,64%,594
4446,110404000,Casa Grande Elementary District,5932,110404104,Palo Verde School,86%,538
4446,110404000,Casa Grande Elementary District,5933,110404105,Saguaro Elementary School,80%,628
4446,110404000,Casa Grande Elementary District,89579,110404131,Villago Middle School,63%,846
4453,110502000,Casa Grande Union High School District,5948,110502001,Casa Grande Union High School,52%,1928
4453,110502000,Casa Grande Union High School District,79658,110502701,Casa Verde High School,61%,254
4453,110502000,Casa Grande Union High School District,5950,110502003,Desert Winds High School,70%,378
4453,110502000,Casa Grande Union High School District,90084,110502004,Vista Grande High School,64%,1217
4410,100216000,Catalina Foothills Unified District,5835,100216104,Canyon View Elementary School,10%,427
4410,100216000,Catalina Foothills Unified District,5839,100216206,Catalina Foothills High School,6%,1723
4410,100216000,Catalina Foothills Unified District,5837,100216107,Esperero Canyon Middle School,9%,581
4410,100216000,Catalina Foothills Unified District,5833,100216102,Manzanita School,8%,597
4410,100216000,Catalina Foothills Unified District,5834,100216103,Orange Grove Middle School,9%,598
4410,100216000,Catalina Foothills Unified District,5832,100216101,Sunrise Drive Elementary School,15%,476
4410,100216000,Catalina Foothills Unified District,5838,100216108,Ventana Vista Elementary School,12%,451
80243,001001000,Catalina Mountain Juvenile Institute,80245,001001001,Catalina Mountain School,>=95%,100
8808,072608000,Catholic Charities Community Services,80428,072608009,Casa Linda Lodge,>80%,11
80292,102702000,Catholic Community School,80293,102702001,Catholic Community School,*,*
4244,070293000,Cave Creek Unified District,5134,070293102,Black Mountain Elementary School,12%,563
4244,070293000,Cave Creek Unified District,5137,070293204,Cactus Shadows High School,12%,1809
4244,070293000,Cave Creek Unified District,5136,070293706,Desert Sun Academy,10%,592
4244,070293000,Cave Creek Unified District,78912,070293705,Desert Willow Elementary School,9%,727
4244,070293000,Cave Creek Unified District,87477,070293708,Horseshoe Trails Elementary School,9%,663
4244,070293000,Cave Creek Unified District,80056,070293707,Lone Mountain Elementary School,12%,654
4244,070293000,Cave Creek Unified District,78911,070293101,Sonoran Trails Middle School,12%,817
4395,090225000,Cedar Unified District,5638,090225001,Jeddito School,94%,234
4395,090225000,Cedar Unified District,87518,090225200,White Cone High School,80-84%,83
4191,028750000,"Center for Academic Success, Inc.",85876,028750204,Center for Academic Success #4,80-84%,139
4191,028750000,"Center for Academic Success, Inc.",85877,028750205,Center for Academic Success #5,47%,290
4191,028750000,"Center for Academic Success, Inc.",4801,028750201,"Center for Academic Success, The #1",55-59%,200
4191,028750000,"Center for Academic Success, Inc.",4802,028750202,"Center for Academic Success, The #2",95-97%,107
4191,028750000,"Center for Academic Success, Inc.",79039,028750203,"Center for Academic Success, The #3",89%,252
4191,028750000,"Center for Academic Success, Inc.",5883,108744211,PPEP TEC - Manuel Borjorquez Learning Center,70-74%,41
4191,028750000,"Center for Academic Success, Inc.",5877,108744205,PPEP TEC - Raul H. Castro Learning Center,90-94%,81
4191,028750000,"Center for Academic Success, Inc.",79648,028752001,Sierra Summit Academy,80-89%,40
90140,078550000,"Challenge Foundation Academies of Arizona, Inc.",90141,078550001,Pioneer Preparatory - A Challenge Foundation,89%,424
6362,078772000,"Challenge School, Inc.",5555,078772001,Challenge Charter School,22%,632
4242,070280000,Chandler Unified District #80,5117,070280112,Anna Marie Jacobson  Elementary School,13%,986
4242,070280000,Chandler Unified District #80,89591,070280243,Arizona College Prep Erie Campus,3%,268
4242,070280000,Chandler Unified District #80,90302,070280145,Arizona College Prep Oakland Campus,11%,350
4242,070280000,Chandler Unified District #80,85838,070280135,Audrey & Robert Ryan Elementary,9%,1050
4242,070280000,Chandler Unified District #80,79247,070280129,Basha Elementary,15%,1111
4242,070280000,Chandler Unified District #80,79633,070280203,Basha High School,15%,2391
4242,070280000,Chandler Unified District #80,5125,070280120,Bogle Junior High School,27%,1166
4242,070280000,Chandler Unified District #80,5127,070280202,Chandler High School,30%,3703
4242,070280000,Chandler Unified District #80,5119,070280114,Chandler Traditional Academy - Goodman,23%,681
4242,070280000,Chandler Unified District #80,88404,070280136,Chandler Traditional Academy - Independence,3%,944
4242,070280000,Chandler Unified District #80,80102,070280133,Chandler Traditional Academy - Liberty Campus,9%,814
4242,070280000,Chandler Unified District #80,85837,070280134,Chandler Traditional Academy-Freedom,10%,960
4242,070280000,Chandler Unified District #80,5122,070280117,Chandler Traditional Academy-Humphrey,48%,503
4242,070280000,Chandler Unified District #80,89926,070280140,Charlotte Patterson Elementary,18%,681
4242,070280000,Chandler Unified District #80,5126,070280122,Dr Howard K Conley Elementary School,39%,799
4242,070280000,Chandler Unified District #80,5112,070280106,Erie Elementary School,68%,598
4242,070280000,Chandler Unified District #80,5116,070280111,Frye Elementary School,80%,786
4242,070280000,Chandler Unified District #80,5113,070280107,Galveston Elementary School,93%,829
4242,070280000,Chandler Unified District #80,89925,070280141,Haley Elementary,15%,722
4242,070280000,Chandler Unified District #80,6015,070280223,Hamilton High School,18%,3565
4242,070280000,Chandler Unified District #80,5114,070280108,Hartford Sylvia Encinas Elementary,87%,649
4242,070280000,Chandler Unified District #80,89590,070280138,Ira A. Fulton Elementary,9%,901
4242,070280000,Chandler Unified District #80,79653,070280130,Jane D. Hull Elementary,16%,1051
4242,070280000,Chandler Unified District #80,5121,070280116,John M Andersen Elementary School,36%,621
4242,070280000,Chandler Unified District #80,5123,070280118,John M Andersen Jr High School,47%,1009
4242,070280000,Chandler Unified District #80,90027,070280244,Ken 'Chief' Hill Learning Academy,66%,239
4242,070280000,Chandler Unified District #80,5115,070280109,Knox Gifted Academy,72%,581
4242,070280000,Chandler Unified District #80,79636,070280132,Navarrete Elementary,13%,1060
4242,070280000,Chandler Unified District #80,89613,070280228,Perry High School,14%,2244
4242,070280000,Chandler Unified District #80,89589,070280139,Riggs Elementary,12%,948
4242,070280000,Chandler Unified District #80,6014,070280127,Robert and Danell Tarwater Elementary,16%,858
4242,070280000,Chandler Unified District #80,6013,070280124,Rudy G Bologna Elementary,59%,826
4242,070280000,Chandler Unified District #80,5111,070280105,San Marcos Elementary School,84%,573
4242,070280000,Chandler Unified District #80,5118,070280113,Sanborn Elementary School,35%,776
4242,070280000,Chandler Unified District #80,87679,070280137,Santan Elementary,9%,1128
4242,070280000,Chandler Unified District #80,79634,070280121,Santan Junior High School,14%,1215
4242,070280000,Chandler Unified District #80,5124,070280119,Shumway Elementary School,41%,664
4242,070280000,Chandler Unified District #80,79635,070280131,T. Dale Hancock Elementary School,29%,844
4242,070280000,Chandler Unified District #80,5120,070280115,Weinberg Elementary School,21%,824
4242,070280000,Chandler Unified District #80,87519,070280110,Willie & Coy Payne Jr. High,17%,1263
4242,070280000,Chandler Unified District #80,5110,070280104,Willis Junior High School,55%,966
4497,138753000,Chester Newton Charter and Montessori School,6142,138753001,Chester Newton Charter and Montessori School,75-79%,86
4497,138753000,Chester Newton Charter and Montessori School,79913,138767001,Sunnyside Charter and Montessori School,80-89%,35
80242,094006000,Chilchinbeto Community School,80378,033904009,Chilchinbeto Community School,85-89%,145
84331,072708000,"Child Crisis Center -  East Valley, Inc.",84333,072708002,Mahnah Wing a Satellite Home,>=90%,27
84331,072708000,"Child Crisis Center -  East Valley, Inc.",84334,072708003,Theresa Wing a Satellite Home,>80%,15
4158,010224000,Chinle Unified District,4733,010224155,Canyon De Chelly Elementary School,86%,487
4158,010224000,Chinle Unified District,4732,010224150,Chinle Elementary School,81%,500
4158,010224000,Chinle Unified District,4737,010224240,Chinle High School,75%,1087
4158,010224000,Chinle Unified District,4731,010224145,Chinle Junior High School,80%,443
4158,010224000,Chinle Unified District,4734,010224160,Many Farms Elementary School,72%,413
4158,010224000,Chinle Unified District,4736,010224170,Mesa View Elementary,80%,481
4158,010224000,Chinle Unified District,4735,010224165,Tsaile Elementary School,81%,423
4474,130251000,Chino Valley Unified District,6110,130251203,Chino Valley High School,74%,800
4474,130251000,Chino Valley Unified District,90280,130251004,Cougar Lane Preschool,80-89%,22
4474,130251000,Chino Valley Unified District,6108,130251101,Del Rio Elementary School,74%,569
4474,130251000,Chino Valley Unified District,6109,130251102,Heritage Middle School,74%,591
4474,130251000,Chino Valley Unified District,78928,130251103,Territorial Elementary School,65%,456
90138,078549000,"Choice Academies, Inc.",90139,078549001,Adams Traditional Academy,21%,410
5186,078995000,Cholla Academy,10801,078995001,Westland School,82%,258
79722,072085000,Christ's Greenfield Lutheran School,79723,072085001,Christ's Greenfield Luthern School,3-4%,177
87076,072774000,"CI, Inc.",87077,072774001,Hope's Haven,>=95%,77
87076,072774000,"CI, Inc.",87183,072774002,New Hope,>=95%,81
80415,093916000,"Cibecue Community School, Inc.",80416,104001005,Cibecue,96%,357
4486,130403000,Clarkdale-Jerome Elementary District,6122,130403101,Clarkdale-Jerome Elementary School,50%,463
4229,060203000,Clifton Unified District,4905,060203202,Clifton High School,>80%,14
4229,060203000,Clifton Unified District,4904,060203101,Laugharn Elementary School,70-74%,56
81027,028701000,Cochise Community Development Corporation,81028,028701001,The Berean Schools,45%,448
79462,211012000,Cochise County Juvenile Detention,79466,211012001,AOC-Cochise County Juvenile Dentention Centre,>=90%,33
4177,020326000,Cochise Elementary District,4785,020326101,Cochise Elementary School,35-39%,84
79464,211013000,Coconino County Juvenile Detention,79526,211013001,AOC-Coconino County Juvenile Detention Center,>=95%,43
4370,080214000,Colorado City Unified District,5567,080214101,El Capitan Public School,82%,477
4381,080502000,Colorado River Union High School District,79510,088758001,Mohave Accelerated Learning Center,79%,657
4381,080502000,Colorado River Union High School District,5592,080502001,Mohave High School,52%,1573
4381,080502000,Colorado River Union High School District,5593,080502002,River Valley High School,49%,885
4160,010306000,Concho Elementary District,4742,010306101,Concho Elementary School,85-89%,186
89556,078530000,"Concordia Charter School, Inc.",89557,078530101,Concordia Charter School,90-94%,69
4479,130317000,Congress Elementary District,6114,130317001,Congress Elementary School,75-79%,126
4416,100339000,Continental Elementary District,5855,100339001,Continental Elementary School,34%,581
4442,110221000,Coolidge Unified District,5916,110221007,Coolidge High School,62%,834
4442,110221000,Coolidge Unified District,89577,110221010,Heartland Ranch Elementary School,83%,467
4442,110221000,Coolidge Unified District,5914,110221005,HoHoKam Middle School,81%,619
4442,110221000,Coolidge Unified District,88427,110221009,Mountain Vista Middle School,64%,390
4442,110221000,Coolidge Unified District,89907,110221011,San Tan Foothills High School,51%,471
